element,domain,node0,node1,node2,area_m2,quality,heat_flux_W_m2,electric_field_V_m,joule_W_m3
521,"plate",920,881,882,0.0000027063293749999955,1,31798.660215219938,7.490589821630371,658522.5426519868
522,"plate",881,843,882,0.0000027063293749999955,0.9999999999999998,31776.39788218914,7.494611259985614,659491.165404852
523,"plate",153,152,1075,0.0000015624999999999247,0.802070570033252,37100.829441135036,8.19324349598769,798014.1293590402
524,"plate",1074,1036,1075,0.0000027063293750000044,0.9999999999999998,35917.706134562795,8.291324297010958,809680.3420796794
525,"plate",1036,153,1075,0.0000016931995312499258,0.6906109778241429,36791.02652760176,8.157596913353368,788166.0401133598
526,"plate",541,502,503,0.000002706329375,1,28003.868317718,10.93044156930316,1331537.5930738805
527,"plate",542,541,503,0.000002706329375,1,29059.07636149706,11.713729315861917,1523904.265865247
528,"plate",465,504,503,0.0000027063293750000044,1,26157.078101961702,11.61812592163674,1491570.5023675195
529,"plate",504,542,503,0.000002706329375,1,26347.57905673725,11.772266532742231,1532458.3917746919
530,"padR",529,569,568,0.000002706329375,1,34603.03052706338,1.0883241299003161,94755.95293786241
531,"plate",690,689,667,0.000002706329375,1,21827.97475640963,5.593634259693368,362659.80024341587
532,"plate",668,690,667,0.0000027063293749999964,1.0000000000000002,20898.470852289003,5.516880907269793,351581.5852249657
533,"plate",689,666,667,0.000002706329375,1,23999.789533829706,6.0264884129920855,422349.79380052927
534,"plate",666,642,667,0.0000027063293750000044,0.9999999999999998,24213.01333322572,6.0720699173828825,428594.50895192433
535,"padR",682,706,705,0.000002706329375,1,32229.263089954537,1.0161558009163174,82605.8089388706
536,"padR",728,704,705,0.000002706329375,1,31542.25620410328,1.0006099584810748,80097.62312091986
537,"plate",890,891,929,0.0000027063293750000006,1,33468.37762587089,7.6597346531054145,691731.0820627713
538,"plate",1132,1093,1094,0.0000027063293750000044,1,13303.45509995066,10.464584553713001,1189622.0548795362
539,"plate",828,829,867,0.0000027063293749999955,1,216.66577317751944,7.796237769801081,654774.7221235321
540,"plate",244,22,23,0.0000013531646875000012,0.7999999979024509,7351.836286041015,10.408982159847154,1170218.2682755191
541,"plate",245,244,23,0.0000013531646875000012,0.7999999979024509,8820.676354404595,10.416480617098392,1173231.3275266537
542,"plate",24,245,23,0.0000013531646875000012,0.7999999979024508,10298.726790442506,10.418138453091933,1175180.5017634688
543,"plate",86,1134,1135,0.000003282271562500032,0.9816710084322948,5831.107415816867,10.396061646062897,1166239.2717379213
544,"plate",248,286,247,0.0000027063293750000023,1.0000000000000002,17553.959297903693,10.301262340614553,1160369.1007361112
545,"plate",26,248,247,0.000001353164687500001,0.7999999979024506,17570.579535222038,10.301080758165423,1160319.3432562647
546,"plate",246,25,247,0.0000013531646875000012,0.7999999979024508,14712.905331392714,10.382470166174114,1173340.5553976335
547,"plate",285,246,247,0.0000027063293750000023,1.0000000000000002,14694.289744568208,10.382477187029291,1173343.6547871782
548,"plate",25,26,247,0.0000013531646874999973,0.7999999979024521,16147.000005843762,10.344158051204495,1167245.3482587673
549,"plate",286,285,247,0.0000027063293750000023,1.0000000000000002,16199.67271932107,10.381537617086751,1175706.9513374178
550,"plate",578,577,539,0.0000027063293750000006,1,27150.728841425,8.235402555828044,770194.9433220803
551,"plate",540,578,539,0.0000027063293750000006,1,28932.778150742546,9.414752148411115,1001875.4110754974
552,"plate",766,765,740,0.0000027063293750000044,1,1886.0073268101569,6.320186480914894,430462.84782293957
553,"plate",765,176,740,0.0000017993701931209807,0.864974714128644,1660.7720047143148,5.581505819377212,335763.2172370009
554,"plate",176,175,740,0.0000019706950039642926,0.942262337223192,1624.2526147421797,5.599621906576994,337891.3226247896
555,"plate",741,766,740,0.0000027063293750000044,0.9999999999999998,753.3251336898367,4.417871445655375,210285.4503344363
556,"plate",328,366,327,0.0000027063293750000023,1.0000000000000002,25371.42995489602,9.814423795340332,1073390.4573264923
557,"plate",326,288,327,0.0000027063293750000023,1.0000000000000002,23101.538938089023,10.06284108135499,1120366.113864634
558,"plate",773,772,746,0.0000027063293750000044,1,22444.095384222648,6.3505942318559,462248.0813896658
559,"plate",722,747,746,0.0000027063293749999955,1,19866.70138978787,5.388284821435999,334299.74179800006
560,"plate",747,773,746,0.0000027063293750000044,0.9999999999999998,20760.776541497937,5.617544362896485,363023.3808753271
561,"plate",424,425,463,0.0000027063293749999985,1,27362.000987514468,9.825753567649468,1081833.5367086064
562,"plate",462,424,463,0.0000027063293749999985,1,28223.08343107693,9.479897603677523,1011408.2269616121
563,"plate",577,576,538,0.0000027063293750000006,1,27093.60540086546,7.650589707222358,669937.3918607428
564,"plate",576,537,538,0.0000027063293750000006,0.9999999999999998,28754.38218457714,7.983309732239573,732043.393949989
565,"plate",500,539,538,0.0000027063293749999964,1.0000000000000002,28192.49980501188,8.398352097087509,802618.6280516679
566,"plate",539,577,538,0.0000027063293750000006,1,28492.30285792837,8.524477520140834,827898.6121612682
567,"plate",1052,1053,1091,0.0000027063293749999955,1,20770.944781510174,10.350397031860716,1178028.2528813828
568,"plate",1130,1129,1091,0.0000027063293750000044,1,20324.70865578996,10.187430232964772,1141067.7226034312
569,"plate",1053,1092,1091,0.0000027063293749999955,1,19126.05024708468,10.325222014790382,1168926.011230125
570,"plate",1092,1130,1091,0.0000027063293750000044,0.9999999999999998,19136.12923317786,10.323536634218739,1168488.2712982034
571,"plate",587,620,586,0.0000027063293750000044,0.9999999999999998,830.7301641565846,7.583446227923798,619546.5146787919
572,"plate",620,619,586,0.0000027063293750000044,1,1127.8795428383175,6.590353882315044,467959.9779227352
573,"plate",585,548,586,0.0000027063293750000044,0.9999999999999998,2472.9672319762876,8.029799286814805,694971.9133485951
574,"plate",619,585,586,0.0000027063293750000044,1,2608.6931012054156,8.166156669978776,718708.7902736564
575,"padL",340,300,301,0.000002706329375,0.9999999999999998,37651.78850900448,1.1949115513685233,114225.0892475145
576,"plate",908,946,907,0.0000027063293750000044,0.9999999999999998,5012.69367307529,9.82041347809037,1040398.8217588267
577,"plate",869,908,907,0.0000027063293749999955,1,5129.272068275014,9.888906263031517,1054864.423640507
578,"plate",946,945,907,0.0000027063293750000044,1,3984.835176522666,9.932953558904082,1063744.7084053159
579,"plate",309,348,347,0.0000027063293749999985,1.0000000000000002,26627.825788259295,9.690436250948906,1050513.0177156406
580,"plate",348,386,347,0.0000027063293749999993,1,26632.458339441113,9.710555823657575,1055178.976984548
581,"padL",122,453,493,0.000001932594218750003,0.8137192700216096,35620.60737906892,1.1163162736971146,99692.9618336809
582,"padL",530,121,493,0.0000019175645312499995,0.8066013663634787,35120.10110166064,1.1005061441986583,96889.10187351984
583,"padL",121,122,493,0.0000031249999999999942,0.9897302364751472,35354.581485116796,1.1084959613671117,98301.06370937578
584,"plate",32,254,253,0.000001353164687500001,0.7999999979024506,31058.01363859638,9.017072975309876,928485.3633274367
585,"plate",254,292,253,0.0000027063293750000023,1.0000000000000002,31052.210903800675,9.018544763437173,928829.7428081965
586,"plate",291,252,253,0.0000027063293750000023,1.0000000000000002,29215.718518034017,9.262596254701462,971077.8641145215
587,"plate",252,31,253,0.0000013531646875000012,0.7999999979024508,29222.538574445818,9.26081368878267,970660.2425900727
588,"plate",31,32,253,0.0000013531646875000012,0.7999999979024508,30148.79407745352,9.139370255107098,949517.4401041975
589,"plate",292,291,253,0.0000027063293750000023,1.0000000000000002,30142.650421462607,9.123497123376284,946306.9065525684
590,"plate",1093,1054,1055,0.0000027063293749999955,1,14938.995025183538,10.547365699926907,1210926.8759729685
591,"plate",1054,1016,1055,0.0000027063293750000044,0.9999999999999998,14939.581484082222,10.547396034810925,1210931.9775002794
592,"plate",1094,1093,1055,0.0000027063293749999955,1,13305.840127812291,10.464661756151266,1189632.796594972
593,"plate",1016,1017,1055,0.0000027063293750000044,1,13524.041570743128,10.66479937566246,1235541.839249925
594,"padL",709,710,733,0.0000027063293749999917,1,31108.524976485976,0.9902065924212489,78440.7276539601
595,"padL",756,732,733,0.0000027063293750000015,1,31859.32667960897,1.0108329616187297,81742.66210359137
596,"padL",732,709,733,0.000002706329374999993,1,31840.891208284083,1.0102843017121002,81653.94962287246
597,"padL",710,140,733,0.000002044776718749995,0.8634288828885327,30563.357063119867,0.9762343748819942,76242.68437609903
598,"plate",516,477,478,0.0000027063293750000044,1,16102.664233617586,11.43126142884776,1422076.0060713307
599,"plate",440,479,478,0.0000027063293750000023,1.0000000000000002,19939.336484304604,11.542772823420307,1457446.6570287582
600,"plate",14,236,235,0.000001353164687500001,0.7999999979024506,17570.579550570546,10.301080758220948,1160319.3432656159
601,"plate",236,274,235,0.0000027063293750000023,1.0000000000000002,17553.959324549916,10.301262340670071,1160369.1007396867
602,"plate",649,621,622,0.000002706329375,1,1196.0096292064798,6.626160365824521,473039.09002271766
603,"plate",621,588,622,0.0000027063293750000044,0.9999999999999998,1127.8795429070476,6.590353882315778,467959.97792284837
604,"plate",650,649,622,0.000002706329375,1,1124.9132750208607,5.475636260589785,323066.7057652064
605,"plate",588,589,622,0.0000027063293750000044,1,2608.6931012924547,8.166156669972322,718708.7902725427
606,"plate",1104,1065,1066,0.0000027063293749999955,1,17953.225394293942,10.494598461111096,1204434.1417668746
607,"padL",493,453,454,0.000002706329375000002,1.0000000000000002,35876.76152125716,1.129064760792547,101982.9787250825
608,"padL",494,493,454,0.000002706329375000002,0.9999999999999998,35138.7741607461,1.1095932277793865,98495.77049071022
609,"plate",343,344,382,0.0000027063293749999993,1,33271.6056074525,8.544598959462457,846574.8836664311
610,"plate",381,343,382,0.0000027063293749999993,1,33709.60426005969,8.321805963863923,807184.2239954345
611,"plate",759,760,786,0.0000027063293749999917,1,27772.73937046866,6.64401100752807,516756.57382888475
612,"plate",814,785,786,0.0000027063293750000027,1,29674.44367353798,6.933730403467747,564934.5556099426
613,"plate",785,759,786,0.000002706329374999994,1,29623.11056655436,6.929985653600122,564540.9112119152
614,"plate",968,929,930,0.0000027063293749999934,0.9999999999999998,33471.96634783527,7.951557979786728,741285.6927785374
615,"plate",929,891,930,0.0000027063293750000023,1,33465.152502120145,7.9573320949459285,742600.3725171277
616,"plate",985,1024,1023,0.0000027063293750000044,1,7217.079569114382,10.390553229424256,1165970.2791417835
617,"plate",984,985,1023,0.0000027063293750000044,1,5563.911373442959,10.223686048956415,1127789.3233276005
618,"plate",1022,984,1023,0.0000027063293750000044,0.9999999999999998,4260.031592109225,10.249364415605859,1132696.9352149041
619,"padL",686,709,685,0.0000027063293749999972,1,31542.25620421237,1.0006099584859705,80097.62312170364
620,"padL",662,686,685,0.0000027063293749999972,1,31546.93981835552,1.0007501592972734,80120.07050668144
621,"padL",661,662,685,0.000002706329374999998,1,32093.75906028786,1.0150660065216215,82428.7198076602
622,"padL",709,708,685,0.000002706329374999998,1,31945.72677682201,1.0103611600862725,81666.37390487027
623,"plate",1051,1052,1090,0.0000027063293749999955,1,23310.077100966577,10.12295702622946,1133948.305827385
624,"plate",1052,1091,1090,0.0000027063293749999955,1,21781.22422480012,10.156088158861897,1137620.063153656
625,"plate",1091,1129,1090,0.0000027063293750000044,0.9999999999999998,21792.680299556105,10.15163436415682,1136521.1116493705
626,"plate",1072,1111,1110,0.0000027063293749999955,1,31851.157862150827,8.860722644106831,901122.8132104469
627,"padL",660,661,684,0.0000027063293749999972,1,32642.42263962052,1.0257545056117545,84173.78446262519
628,"padL",116,117,684,0.0000031249999999999942,0.9694610275799539,32675.854085791798,1.023541028788884,83810.89900913656
629,"padL",117,660,684,0.00000162610609375,0.6534635608431683,32810.643268021144,1.027052178307254,84386.89415725402
630,"padL",661,685,684,0.0000027063293749999976,1,32229.26309004771,1.0161558009212524,82605.80893967293
631,"padL",685,708,684,0.0000027063293749999976,1,32227.739105403416,1.016112283150698,82598.73375757792
632,"plate",1054,1053,1015,0.0000027063293750000044,1,17942.1199036108,10.495544738156543,1204702.2905160494
633,"plate",1016,1054,1015,0.0000027063293750000044,0.9999999999999998,16744.98993346503,10.69913510652712,1248831.7103359043
634,"plate",594,625,218,0.0000015648084474625637,0.8657394307843745,35460.497370498604,12.846570140343045,1844329.2431883188
635,"plate",625,219,218,7.599619311345641e-7,0.5434270312060433,37356.073120804926,13.36044458587131,2002353.478579768
636,"padL",1117,104,105,0.0000015625000000000016,0.6647111779336068,38114.55938530271,1.1939453941729425,114040.44834134265
637,"padL",106,1117,105,0.0000015625000000000013,0.7203636299271071,38114.55938530271,1.1939453941728289,114040.44834132094
638,"plate",179,824,823,0.000001700427891747973,0.896958223574831,19882.62199071332,14.600253089141635,2317413.1098621907
639,"plate",861,822,823,0.0000027063293749999955,1,26518.62313174163,15.231885202659425,2538798.356950064
640,"padL",150,100,1120,0.000001562500000000003,0.6647111779336075,38062.72596861747,1.2289375081738458,120822.99191972331
641,"padL",100,101,1120,0.000003282271562500032,0.9816710084322948,38202.87508940197,1.225510116059769,120150.00356518629
642,"padL",149,150,1120,0.0000015625000000000028,0.7203636299271076,38028.31363566293,1.227035414144139,120449.27260511031
643,"plate",234,12,13,0.0000013531646874999973,0.799999997902452,21565.869980160216,10.076783232615416,1119702.035926791
644,"plate",235,234,13,0.0000013531646875000012,0.7999999979024509,20289.42972710773,10.166637483245466,1136350.4036258531
645,"plate",14,235,13,0.0000013531646875000012,0.7999999979024508,18938.030062300782,10.23631056957261,1148754.8231418943
646,"plate",175,174,717,0.0000028342013047586607,0.98491386734485,446.16755472381794,2.508273825886294,67782.12734959775
647,"plate",740,175,717,0.0000021827046516222134,0.8958316422276266,547.1822498849893,3.018410909971627,98160.84602241742
648,"plate",741,740,717,0.0000027063293749999955,1,687.9754083216167,3.990514770230025,171560.50508426473
649,"padL",142,812,784,0.0000029492114062499918,0.9854332914955161,32434.90152938463,1.0358019569911996,85830.8555285439
650,"plate",1046,1045,1007,0.0000027063293750000006,0.9999999999999998,34166.34301122772,8.466705846595938,835359.0894841054
651,"plate",1008,1046,1007,0.0000027063293750000006,1,33043.41189744633,8.4624503582215,830387.1027542051
652,"plate",1045,1006,1007,0.0000027063293750000027,1,34598.137223797734,8.265477083663594,800375.8898824217
653,"plate",1006,968,1007,0.0000027063293750000023,1,34594.01200445289,8.269647030963053,801353.1767004958
654,"plate",776,750,777,0.0000027063293750000044,0.9999999999999998,29510.345699292346,6.685553137718324,528012.0610115089
655,"plate",750,160,777,0.000001805382031249941,0.7506038109191331,30140.48189550247,6.609275555341931,518419.5463362144
656,"plate",160,159,777,0.0000015624999999999378,0.8292527579044241,30574.22293383607,6.679715445864475,531115.4216126219
657,"plate",770,769,744,0.0000027063293750000044,1,1886.0073268620679,6.320186480901652,430462.84782114584
658,"plate",408,446,407,0.0000027063293750000023,1.0000000000000002,30772.241576010005,8.84304162617118,894331.7574639366
659,"plate",369,408,407,0.000002706329375000003,1,30752.63097487272,8.82174906862313,889664.150672985
660,"plate",368,369,407,0.000002706329375000003,1,30110.41379170031,9.06712770299395,935449.6357327801
661,"plate",446,445,407,0.0000027063293750000023,1.0000000000000002,29895.165558608915,8.874898100148233,896967.5004722964
662,"plate",445,406,407,0.0000027063293750000023,1.0000000000000002,29333.40390811193,9.182347741712233,955776.2999875393
663,"plate",406,368,407,0.000002706329375000003,1,29302.666790609546,9.152698168721802,949197.7989786991
664,"padR",569,48,604,0.000002351264843749944,0.9618858771253128,34208.856195781795,1.072063332957755,91945.5831897992
665,"padR",48,636,604,0.0000030613939062499448,0.9704658179824208,34156.551290109855,1.0708650172357062,91740.15081113834
666,"padR",568,569,604,0.0000027063293750000044,1,34600.918261081955,1.088309005485974,94753.3193137496
667,"padR",636,635,604,0.0000027063293750000044,1,33404.98843597929,1.0503370397760219,88256.63177003653
668,"padL",886,887,926,0.0000027063293750000015,0.9999999999999998,35421.78381724251,1.1144648588845372,99362.5537350825
669,"padL",927,964,926,0.0000027063293749999934,1,35963.069052919105,1.1361689508234938,103270.3907852287
670,"padL",887,927,926,0.000002706329375000002,1,35964.36655616852,1.1362727766514076,103289.26583672797
671,"padR",489,527,168,0.000001932594218750065,0.8137192700216143,35237.13436577008,1.1298856304872718,102131.32303852958
672,"plate",908,870,909,0.0000027063293749999955,0.9999999999999998,8392.133122032412,10.572430646054102,1207895.6515606877
673,"plate",947,908,909,0.0000027063293750000044,1,8196.385172324268,10.456549033843551,1181772.4259376104
674,"plate",870,871,909,0.0000027063293749999955,1,9696.934527605219,10.936598033602175,1294015.452693223
675,"plate",948,947,909,0.0000027063293750000044,1,10325.900721502698,10.757632058593597,1252524.9816010238
676,"plate",871,910,909,0.0000027063293749999955,1,12309.589352344941,11.310783404116231,1386389.4535351258
677,"plate",910,948,909,0.0000027063293750000044,0.9999999999999998,12082.241524213068,11.199423130773557,1359539.8345911202
678,"padL",851,888,850,0.000002706329374999993,1,34446.79735959585,1.0949341593399582,95910.46506316008
679,"padL",888,887,850,0.000002706329374999994,0.9999999999999998,35249.169707019246,1.1171258451501507,99837.61231219507
680,"padL",887,849,850,0.0000027063293749999934,0.9999999999999998,34669.1780683768,1.0944451299464517,95824.81139708044
681,"plate",932,933,971,0.0000027063293749999917,0.9999999999999998,29728.011663653397,8.769792663315535,876376.8816419754
682,"plate",970,932,971,0.0000027063293749999917,1,30629.407142246037,8.766845253036307,879448.590279103
683,"plate",204,834,205,0.0000014188671440203412,0.8770448671856085,25797.307871634526,16.84829225321134,3095166.8259508265
684,"plate",309,270,271,0.0000027063293749999985,1,26284.832008239275,9.651710523074232,1041746.7201097045
685,"plate",270,232,271,0.0000027063293749999985,1,26288.67358464944,9.64598595415568,1040399.8582442185
686,"plate",232,233,271,0.0000027063293750000023,1.0000000000000002,25135.03078950403,9.760872857313226,1061323.682739301
687,"plate",310,309,271,0.0000027063293750000023,1.0000000000000002,25377.396460328884,9.804073936193648,1070945.1357655013
688,"plate",272,310,271,0.0000027063293750000023,1.0000000000000002,24082.850100925974,9.89935376277792,1087894.996243657
689,"plate",233,272,271,0.0000027063293750000023,1.0000000000000002,24089.38873352269,9.89483694062317,1086809.791366255
690,"plate",734,758,141,0.0000018053820312499944,0.7506038109191372,30140.481895578283,6.609275555368681,518419.54634039395
691,"plate",140,734,141,0.00000312500000000001,0.986435363873213,29581.9604636692,6.516764803784537,504824.18541743845
692,"plate",758,142,141,0.0000015625000000000005,0.8292527579044432,30574.22293391059,6.679715445890971,531115.4216168221
693,"padL",733,140,141,0.000003125000000000012,0.9864353638732128,31077.598590729616,0.9923887480025712,78786.83417296885
694,"plate",1022,1023,1061,0.0000027063293750000044,1,4240.14183819395,10.246188755313229,1132012.7941921398
695,"plate",949,950,988,0.0000027063293749999955,1,17793.026775638238,11.360712000324746,1408101.878447646
696,"plate",950,989,988,0.0000027063293749999955,1,18808.933791880638,10.945254815083471,1310379.5291287643
697,"plate",73,74,1147,0.000003282271562500032,0.9816710084322948,28251.31454320916,9.38805630443766,993330.4323980744
698,"plate",1148,73,1147,0.000003282271562500032,0.9816710084322948,29222.630899348478,9.25532649793361,969557.1797645733
699,"plate",1057,1019,1058,0.0000027063293750000044,0.9999999999999998,5784.8440029668745,10.3599723393341,1158115.4950277572
700,"padR",1116,1115,1078,0.0000027063293749999955,1,37734.78624289832,1.1931861963066772,113895.46392454373
701,"plate",770,744,208,0.0000017993701931209507,0.8649747141286401,1660.772004760795,5.581505819361746,335763.2172351493
702,"plate",312,350,311,0.0000027063293750000023,1.0000000000000002,20549.853156153054,10.274944602200923,1160904.9505625505
703,"plate",310,272,311,0.0000027063293750000023,1.0000000000000002,23101.53894148276,10.062841081391769,1120366.1138724766
704,"plate",159,158,844,0.0000015624999999999334,0.6808745925822587,32615.26981633081,7.119538239969885,603189.4320265698
705,"plate",882,843,844,0.0000027063293749999955,1,31491.223250687442,7.178309356060802,608042.0743337265
706,"plate",559,520,521,0.000002706329375,1,28607.642620486044,9.981657162452128,1119355.725978525
707,"plate",520,482,521,0.0000027063293750000044,0.9999999999999998,28168.429834792823,9.777010598298158,1072769.2446964614
708,"plate",522,560,521,0.000002706329375,1,28880.028143038347,9.161704376085437,950708.2014471951
709,"plate",560,559,521,0.000002706329375,1,28258.105370477762,9.148437022910812,944657.6272759677
710,"plate",468,507,506,0.0000027063293750000044,1,14344.120739586944,11.703022427070042,1487176.379619443
711,"padR",885,884,847,0.0000027063293749999955,1,34665.993520761294,1.0944134381653259,95819.26189094796
712,"padR",808,848,847,0.0000027063293750000044,1,34145.83720389402,1.0740363940862878,92284.33406575005
713,"padR",848,885,847,0.0000027063293749999955,0.9999999999999998,34148.7453928393,1.0740883602863942,92293.26445621719
714,"padR",884,846,847,0.0000027063293749999955,1,33841.1611779364,1.0716601245701523,91876.43380749715
715,"padL",302,130,341,0.000002657752968750001,0.9993443067848714,37501.44469243023,1.202377031474317,115656.84206535925
716,"padL",130,379,341,0.000002754905781250001,0.9993674155849073,37507.444178841004,1.2025613923773883,115692.31219493144
717,"padL",379,378,341,0.0000027063293749999993,1,36910.73407560709,1.1807966019682499,111542.44921758125
718,"padL",301,302,341,0.0000027063293749999985,1,37737.950740030086,1.206901755664289,116528.94782604344
719,"padL",378,340,341,0.000002706329375,0.9999999999999998,37339.16124047583,1.1893252589300993,113159.56572233181
720,"padL",340,301,341,0.0000027063293749999993,1,37329.84637068538,1.1889527997560567,113088.70080382127
721,"plate",880,918,879,0.0000027063293749999955,0.9999999999999998,29379.938565667137,7.875779820641727,714611.193405399
722,"plate",878,840,879,0.0000027063293749999955,0.9999999999999998,28809.418995890122,8.32891766231798,793164.1538921773
723,"plate",917,878,879,0.0000027063293749999955,1,28637.342125991232,8.24757877808963,776948.235371934
724,"plate",918,917,879,0.0000027063293749999955,1,29836.193960042623,8.402428555991207,809500.1557842431
725,"padR",602,566,567,0.0000027063293750000044,1,34086.74907866276,1.0872014987519265,94560.56791107482
726,"padR",566,527,567,0.000002706329375,1,34097.95776802626,1.0874108509958123,94596.98870907493
727,"plate",468,429,430,0.0000027063293750000023,1.0000000000000002,13810.589654919577,10.931254726684898,1297845.8484422197
728,"plate",469,468,430,0.0000027063293750000023,1.0000000000000002,12047.355744824517,11.000321406876749,1311832.6069339179
729,"plate",392,431,430,0.0000027063293750000023,1.0000000000000002,10259.664794147347,10.640629397688892,1225698.042774364
730,"plate",431,469,430,0.0000027063293750000023,1.0000000000000002,10329.678051939029,10.66315453490089,1230779.272675781
731,"plate",240,18,19,0.0000013531646874999973,0.799999997902452,4444.851027467049,10.39088797337851,1164243.9838936492
732,"padR",490,451,491,0.0000027063293750000023,1.0000000000000002,35722.66131446559,1.1323656015893893,102580.14845303196
733,"padR",451,452,491,0.0000027063293750000023,1.0000000000000002,36371.92893258261,1.1493154625342579,105674.08259362681
734,"padR",452,492,491,0.0000027063293750000023,1.0000000000000002,35877.33553318592,1.1290312890287204,101976.93212846832
735,"padR",492,529,491,0.0000027063293750000044,0.9999999999999998,35876.761521069915,1.1290647607827649,101982.97872331538
736,"plate",953,992,991,0.0000027063293749999955,1,26383.592897665556,10.037207884749149,1124223.4314096002
737,"plate",992,1030,991,0.0000027063293750000044,0.9999999999999998,26335.37712390485,9.985779090031759,1112205.8224856947
738,"plate",1030,1029,991,0.0000027063293750000044,1,24853.45475700186,10.104242410037134,1134342.309668768
739,"plate",974,935,936,0.0000027063293749999955,1,26171.213756865334,10.394050464202126,1201340.3202425577
740,"padR",1114,1076,1077,0.0000027063293749999955,1,37500.83982342954,1.1990516173715566,115017.98248970766
741,"padR",1076,1037,1077,0.0000027063293750000044,0.9999999999999998,37515.24987464166,1.1996048466704838,115124.1430524252
742,"padR",1115,1114,1077,0.0000027063293749999955,1,37745.82076568354,1.2026254442018876,115704.63672334299
743,"padR",1078,1115,1077,0.0000027063293749999955,0.9999999999999998,37416.509125718236,1.1872984661278942,112774.21181357204
744,"padL",1003,964,1004,0.000002706329375000002,1,37024.67691441213,1.1704139000417053,109589.4957928668
745,"padL",964,965,1004,0.0000027063293750000023,0.9999999999999998,36495.93441359515,1.1575616141455263,107195.9112434557
746,"plate",585,619,618,0.0000027063293750000044,1,2581.699532686531,7.36367326965108,584553.345230896
747,"plate",619,646,618,0.000002706329375,1,2737.7739110034595,7.6557355548896915,631731.5014713049
748,"plate",584,585,618,0.0000027063293750000044,1,5204.950171005069,9.526088855003646,978896.0713500046
749,"plate",646,196,618,0.000002763923630620984,0.9552341687490473,2349.6312929155956,6.559477501649439,463807.10650876863
750,"plate",1123,1084,1085,0.0000027063293750000006,1,33546.06653813152,8.633197439971534,863736.7044778117
751,"plate",1084,1046,1085,0.0000027063293749999917,1,33543.61238882604,8.637160551090764,864656.1495029916
752,"plate",1046,1047,1085,0.0000027063293749999955,1,32534.66207079664,8.67451426713957,867908.3001150964
753,"plate",907,945,906,0.0000027063293750000044,0.9999999999999998,2381.820408702792,9.411228241617525,954493.8941644408
754,"padL",300,262,263,0.0000027063293749999998,0.9999999999999998,37884.642700636476,1.1979995744967595,114816.23843955334
755,"padL",262,223,263,0.0000027063293749999998,0.9999999999999998,37883.29796146493,1.1979385478932074,114804.54116227891
756,"padL",301,300,263,0.000002706329375,0.9999999999999998,37647.589610590425,1.1947327972803297,114190.91655178252
757,"padL",223,224,263,0.000002706329375,0.9999999999999998,37985.186807457576,1.2057151086380804,116299.91385585103
758,"plate",230,269,268,0.0000027063293749999985,1.0000000000000002,30142.6504196352,9.123497123421586,946306.9065642307
759,"plate",206,798,207,0.0000022333641641144033,0.8527967171401939,9291.604426277287,12.579987344911618,1709190.0766138511
760,"plate",798,770,207,0.0000021827046406029708,0.9470059790626103,4136.626957812794,8.532752743801721,785406.3963907674
761,"plate",770,208,207,0.0000017657606441828594,0.8717143999822333,4503.247655978599,9.340108161174044,940719.1421129095
762,"plate",898,859,860,0.0000027063293749999955,1,27791.60459486352,12.163925590632534,1636167.1561164423
763,"plate",859,821,860,0.0000027063293749999955,0.9999999999999998,28268.194810681205,12.465368448151743,1719897.0349351834
764,"plate",821,822,860,0.0000027063293749999955,1,30735.577895132206,14.259506527229739,2242417.906884712
765,"plate",822,861,860,0.0000027063293749999955,1,25093.99042421071,13.11399113281321,1888532.018811698
766,"plate",720,744,743,0.0000027063293749999955,1,687.9754083572901,3.9905147702236836,171560.50508372174
767,"plate",744,769,743,0.0000027063293750000044,0.9999999999999998,753.3251337305168,4.417871445646525,210285.4503335972
768,"plate",196,646,197,0.0000026644819346930076,0.9165354893101887,1720.4483056616602,5.801699884678598,362737.7028197943
769,"plate",646,670,197,0.0000031472580891222178,0.9669992287644268,932.0713074158693,4.288561277925936,198167.20736095708
770,"plate",1112,1074,1113,0.0000027063293749999955,0.9999999999999998,35270.2396652128,8.448180945544912,835891.3656662675
771,"plate",152,1152,1113,0.000002837028906249932,0.9955699827671891,37033.30997485166,8.296817328041813,815123.919966878
772,"plate",1075,152,1113,0.000002575629843749948,0.9951225755370725,37055.662490685056,8.291309389721748,814096.4442145714
773,"plate",1074,1075,1113,0.0000027063293749999955,1,35925.06302159891,8.289445534223661,809215.8516937406
774,"plate",1134,86,87,0.000003282271562500032,0.9816710084322948,7310.2255025460945,10.409259716762525,1170282.679118803
775,"padR",885,925,924,0.0000027063293749999955,1,35421.185050955326,1.1144997189383463,99368.76988109223
776,"padR",923,884,924,0.0000027063293749999955,0.9999999999999998,35249.169706899775,1.1171258451453954,99837.61231134512
777,"padR",884,885,924,0.0000027063293749999955,1,34669.17806825575,1.0944451299415634,95824.81139622445
778,"plate",1129,92,1128,0.000003282271562500032,0.9816710084322948,22864.629046009617,9.997182404062361,1105638.1917899917
779,"plate",1090,1129,1128,0.0000027063293750000044,1,22860.482158118004,10.000085514415412,1106345.0937180198
780,"plate",1028,989,990,0.0000027063293750000044,1,21852.173839144238,10.769200979773332,1275800.5978064297
781,"plate",1029,1028,990,0.0000027063293750000044,1,22501.957192322432,10.407289692726996,1195159.6685562008
