element,domain,node0,node1,node2,area_m2,quality,heat_flux_W_m2,electric_field_V_m,joule_W_m3
1686,"plate",665,688,687,0.0000027063293749999985,1,27214.755514813227,6.314337793373545,469164.7149368568
1687,"plate",688,712,687,0.000002706329374999998,0.9999999999999998,27199.904473096227,6.311771265286419,468807.19283494307
1688,"plate",664,665,687,0.0000027063293749999964,1,28599.84966258631,6.460997425395261,493294.86184506986
1689,"plate",138,664,687,0.0000016261060937499947,0.6534635608431658,29560.675386137424,6.4693524846585,496788.3864398502
1690,"plate",139,138,687,0.0000031250000000000014,0.9694610275799541,29116.449875830578,6.408495263316096,488240.62880147697
1691,"plate",712,734,711,0.0000027063293749999917,1,28331.141523617458,6.39399769070004,483120.0922549708
1692,"plate",734,140,711,0.000002044776718749993,0.8634288828885325,29600.407086318668,6.498325795273613,501225.81541680126
1693,"plate",140,139,711,0.0000015624999999999963,0.8631845582286808,29478.003637877882,6.425432760811708,491553.2364401634
1694,"plate",139,687,711,0.000002224052656249997,0.9282592116316332,29244.307551816368,6.421577729342776,489493.936486853
1695,"plate",687,712,711,0.0000027063293749999964,1,28315.223510897304,6.391953425513995,482843.3311968788
1696,"padL",605,118,119,0.000001562499999999997,0.7430939090665126,33661.0722220008,1.053122587488133,88725.37474221602
1697,"padL",120,605,119,0.0000015624999999999971,0.640567738129112,33661.0722220008,1.0531225874882466,88725.37474223517
1698,"plate",288,250,289,0.0000027063293750000023,1.0000000000000002,24089.38874353057,9.894836940586991,1086809.7913573997
1699,"plate",327,288,289,0.0000027063293750000023,1.0000000000000002,24082.85010955312,9.899353762740205,1087894.9962370899
1700,"plate",290,328,289,0.0000027063293750000023,1.0000000000000002,26284.83201402579,9.65171052302647,1041746.7201023343
1701,"plate",251,290,289,0.0000027063293750000023,1.0000000000000002,26288.673593129595,9.64598595410963,1040399.8582325263
1702,"plate",328,327,289,0.0000027063293750000023,1.0000000000000002,25377.3964569451,9.804073936151045,1070945.1357568598
1703,"plate",250,251,289,0.0000027063293750000023,1.0000000000000002,25135.030765738196,9.76087285727559,1061323.6827244295
1704,"plate",36,257,35,0.0000013531646875000012,0.7999999979024508,37307.436145047395,8.364406238710966,828402.3541878402
1705,"plate",257,256,35,0.0000013531646875000012,0.7999999979024509,36439.37649914886,8.42761532226986,836219.5781787711
1706,"plate",256,34,35,0.000001353164687500001,0.7999999979024506,35524.74042525838,8.511180059445804,848204.6333027893
1707,"padL",224,225,264,0.0000027063293749999985,1,38070.556919331684,1.2178939625288148,118661.25631713105
1708,"padL",302,301,264,0.0000027063293749999985,1,37727.01540689699,1.206480861151429,116447.6854659755
1709,"padL",301,263,264,0.0000027063293749999993,1,37897.4674961147,1.2074676223382335,116638.24471961174
1710,"padL",263,224,264,0.0000027063293749999993,1,37893.04739315538,1.2072925387975397,116604.42193889672
1711,"padL",129,302,264,0.0000016110764062500006,0.6450561765687046,38007.51951398352,1.2213254062675054,119330.85983955897
1712,"padL",128,129,264,0.0000031250000000000006,0.9674177032561926,37977.817657911924,1.2203045185242045,119131.44943444725
1713,"padL",225,128,264,0.0000022390823437500005,0.93278677069797,38115.489486919665,1.225894930836647,120225.47051607897
1714,"plate",826,864,825,0.0000027063293749999955,0.9999999999999998,6888.666864574798,10.095802725475187,1100861.6595362017
1715,"plate",792,826,825,0.0000027063293750000044,1,7498.681644846309,10.754774325908079,1248787.3880290785
1716,"plate",863,824,825,0.0000027063293749999955,1,11603.662373482734,11.970826384002002,1551790.6121251853
1717,"plate",864,863,825,0.0000027063293749999955,1,10125.635722183144,11.250618862021778,1368938.1914024763
