node,x_m,y_m,temperature_K,potential_V
75,0.0725,0.06,331.8195459600655,0.16868431303561424
76,0.06999999999999999,0.06,335.5674866106632,0.1933644157805831
77,0.06749999999999999,0.06,338.93529768708026,0.2185547518431625
78,0.06499999999999999,0.06,341.8918007904405,0.2441441703244729
79,0.0625,0.06,344.4113493623597,0.27000359107735367
80,0.05999999999999999,0.06,346.47680430804394,0.29600708752602056
81,0.057499999999999996,0.06,348.08019673665626,0.3220525017642442
82,0.05499999999999999,0.06,349.2209902684829,0.34807559028432083
83,0.05249999999999999,0.06,349.9027412637901,0.3740539153669304
84,0.05,0.06,350.12943628759956,0.39999999999953867
85,0.04749999999999999,0.06,349.9027412638013,0.42594608463215233
86,0.045,0.06,349.2209902685047,0.45192440971477676
87,0.042499999999999996,0.06,348.0801967366883,0.47794749823487714
88,0.039999999999999994,0.06,346.47680430808504,0.5039929124731338
89,0.037500000000000006,0.06,344.41134936240826,0.5299964089218415
90,0.034999999999999996,0.06,341.89180079049584,0.5558558296747718
